Id,PrecoVenda
631,213740.5638191435
66,243641.8875463531
433,181465.15943817544
1368,125445.57798743289
555,118879.72285112535
476,209013.8800529518
1028,108574.24155931355
127,58566.163249562844
999,194092.65612350107
101,178235.47123162082
1142,337204.3050096112
1269,117715.20217989554
276,206311.56877558975
1451,284917.31408623117
1235,158862.88023230928
269,154072.55201739754
1178,152898.2877730652
1064,165630.85600039276
1259,175907.20622641634
582,85531.89657415194
1284,193536.0275108709
1378,92738.43783515022
666,216636.1846316107
751,159355.1513222361
545,240770.2694024599
242,83933.94726278848
1223,198834.33870986587
784,136546.3018429833
1091,146084.13156974578
361,123838.24937832478
1279,54019.39997029025
1258,177849.9707324552
1302,322864.1312463422
167,361754.44826611166
440,460365.04722481186
1281,204896.61937676131
982,192374.70335405722
481,354008.520918941
648,148235.61157061142
1418,129477.7490662958
1077,131717.93062310742
515,414275.32285390596
67,214093.77131901187
664,359367.4712375493
1322,268685.3537734444
706,265021.6762346005
878,162186.38746433723
952,132720.2943980933
884,94644.20957514102
813,155132.5188861756
506,217293.48236538278
591,386062.50122979423
123,146093.68760941672
845,187907.46723097615
428,202784.5666368698
1428,109472.5883078266
749,95430.88071269944
1422,121659.68169445911
527,412471.2087838714
814,108991.41371989081
366,179465.6361601302
1164,215858.79186253127
655,85705.26989699522
118,318933.47267519287
293,229393.77385954018
1355,187890.25375772308
1081,119121.5628142773
1018,163718.31507159927
432,143876.25724160887
1285,135298.29777689796
616,183694.0941471195
45,306193.9325326977
959,157876.16814086906
1224,191072.60217774642
662,150881.22307597968
956,144118.4278625513
222,168278.55561573204
1251,206198.69203540363
297,241408.7667752265
1254,186523.10558228492
690,128315.16319186625
54,107595.3020188724
1237,211002.62265611725
953,183371.00492685317
951,129731.8664551875
107,24194.795365182275
408,284684.8020448991
1038,91958.682861273
1221,121124.44226835837
1411,167603.82182601088
1190,180038.2494521606
